Rank,Word_with_Article,IPA,Eng_Approx,Meaning,Verb_Tense,Verb_Mood,Sentence,Sentence_IPA,Sentence_Eng_Approx,Sentence_Translation,Elision_Note,Sentence_Breakdown
219,trouver,/tʁu.ve/,troo-vay,to find,Infinitive,Infinitive,On trouve souvent la réponse en travaillant calmement.,/ɔ̃ tʁuv su.vɑ̃ la ʁe.pɔ̃s ɑ̃ tʁa.va.jɑ̃ kal.mɑ̃/,ohn troov soo-VAHN lah ray-PONSS ahn trah-vah-YAHN calm-MAHN,You often find the answer by working calmly.,,On(Pron)|one/we|Pron|/ɔ̃/|ohn;trouve|finds|Verb|/tʁuv/|troov;souvent|often|Adv|/su.vɑ̃/|soo-vahn;la(Art)|the|Art|/la/|lah;réponse(la)|answer|Noun|/ʁe.pɔ̃s/|ray-pons;en|by|Prep|/ɑ̃/|ahn;travaillant|working|Verb|/tʁa.va.jɑ̃/|trah-vah-yahn;calmement|calmly|Adv|/kal.mɑ̃/|calm-mahn
220,demander,/də.mɑ̃.de/,duh-mahn-day,to ask,Infinitive,Infinitive,Je demande un conseil avant de décider seul.,/ʒə də.mɑ̃d œ̃ kɔ̃.sɛj a.vɑ̃ də de.si.de sœl/,zhuh duh-MAHND uhn kohn-SAY ah-VAHN duh day-see-DAY suhl,I ask for advice before deciding alone.,,Je(Pron)|I|Pron|/ʒə/|zhuh;demande|ask|Verb|/də.mɑ̃d/|duh-mahnd;un(Art)|a|Art|/œ̃/|uhn;conseil(le)|advice|Noun|/kɔ̃.sɛj/|kohn-say;avant|before|Prep|/a.vɑ̃/|ah-vahn;de|to|Prep|/də/|duh;décider|decide|Verb|/de.si.de/|day-see-day;seul|alone|Adj|/sœl/|suhl
221,répondre,/ʁe.pɔ̃dʁ/,ray-pond-ruh,to answer,Infinitive,Infinitive,Il répond clairement à toutes les questions difficiles.,/il ʁe.pɔ̃ klɛʁ.mɑ̃ a tut le kɛs.tjɔ̃ di.fi.sil/,eel ray-PON klair-MAHN ah toot lay kes-TYOHN dee-fee-SEEL,He answers clearly to all the difficult questions.,,Il(Pron)|he|Pron|/il/|eel;répond|answers|Verb|/ʁe.pɔ̃/|ray-pon;clairement|clearly|Adv|/klɛʁ.mɑ̃/|klair-mahn;à|to|Prep|/a/|ah;toutes|all|Det|/tut/|toot;les(Art)|the|Art|/le/|lay;questions(les)|questions|Noun|/kɛs.tjɔ̃/|kes-tyohn;difficiles|difficult|Adj|/di.fi.sil/|dee-fee-seel
222,aider,/ɛ.de/,ay-day,to help,Infinitive,Infinitive,Merci de m'aider avec ce problème aujourd'hui.,/mɛʁ.si də m‿ɛ.de a.vɛk sə pʁɔ.blɛm o.ʒuʁ.dɥi/,mehr-SEE duh may-DAY ah-vek suh pro-BLEM oh-zhoor-DWEE,Thanks for helping me with this problem today.,me + aider -> m'aider,Merci(Int)|thanks|Int|/mɛʁ.si/|mehr-see;de|to|Prep|/də/|duh;m'|me|Pron|/m/|m;aider|help|Verb|/ɛ.de/|ay-day;avec|with|Prep|/a.vɛk/|ah-vek;ce(Det)|this|Det|/sə/|suh;problème(le)|problem|Noun|/pʁɔ.blɛm/|pro-blem;aujourd'hui|today|Adv|/o.ʒuʁ.dɥi/|oh-zhoor-dwee
223,travailler,/tʁa.va.je/,trah-vah-yay,to work,Infinitive,Infinitive,Elle travaille tard pour finir son projet.,/ɛl tʁa.vaj taʁ puʁ fi.niʁ sɔ̃ pʁɔ.ʒɛ/,el trah-VYE tar poor fee-NEER sohn pro-ZHEH,She works late to finish her project.,,Elle(Pron)|she|Pron|/ɛl/|el;travaille|works|Verb|/tʁa.vaj/|trah-vye;tard|late|Adv|/taʁ/|tar;pour|to|Prep|/puʁ/|poor;finir|finish|Verb|/fi.niʁ/|fee-neer;son(Det)|her|Det|/sɔ̃/|sohn;projet(le)|project|Noun|/pʁɔ.ʒɛ/|pro-zheh
224,voyager,/vwa.ja.ʒe/,vwah-yah-zhay,to travel,Infinitive,Infinitive,Nous allons voyager en train la semaine prochaine.,/nu za.lɔ̃ vwa.ja.ʒe ɑ̃ tʁɛ̃ la sə.mɛn pʁɔ.ʃɛn/,noo zah-LOHN vwah-yah-ZHAY ahn trehn lah suh-MEN pro-SHEN,We’re going to travel by train next week.,nous + allons (liaison),Nous(Pron)|we|Pron|/nu/|noo;allons|go|Verb|/a.lɔ̃/|ah-lohn;voyager|to travel|Verb|/vwa.ja.ʒe/|vwah-yah-zhay;en|by|Prep|/ɑ̃/|ahn;train(le)|train|Noun|/tʁɛ̃/|trehn;la(Art)|the|Art|/la/|lah;semaine(la)|week|Noun|/sə.mɛn/|suh-men;prochaine|next|Adj|/pʁɔ.ʃɛn/|pro-shen
225,visiter,/vi.zi.te/,vee-zee-tay,to visit,Infinitive,Infinitive,Je veux visiter ce musée avec toi demain.,/ʒə vø vi.zi.te sə my.ze a.vɛk twa də.mɛ̃/,zhuh vuh vee-zee-TAY suh mew-ZAY ah-vek twah duh-MEHn,I want to visit this museum with you tomorrow.,,Je(Pron)|I|Pron|/ʒə/|zhuh;veux|want|Verb|/vø/|vuh;visiter|to visit|Verb|/vi.zi.te/|vee-zee-tay;ce(Det)|this|Det|/sə/|suh;musée(le)|museum|Noun|/my.ze/|mew-zay;avec|with|Prep|/a.vɛk/|ah-vek;toi(Pron)|you|Pron|/twa/|twah;demain|tomorrow|Adv|/də.mɛ̃/|duh-mehn
226,route (la),/ʁut/,root,road,,,La route est fermée à cause des travaux.,/la ʁut ɛ fɛʁ.me a koz de tʁa.vo/,lah root eh fair-MAY ah koze day trah-VOH,The road is closed because of roadworks.,,La(Art)|the|Art|/la/|lah;route(la)|road|Noun|/ʁut/|root;est|is|Verb|/ɛ/|eh;fermée|closed|Adj|/fɛʁ.me/|fair-may;à|at|Prep|/a/|ah;cause(la)|cause|Noun|/koz/|koze;des(Art)|some|Art|/de/|day;travaux(les)|works|Noun|/tʁa.vo/|trah-voh
227,chemin (le),/ʃə.mɛ̃/,shuh-mehn,path,,,Nous suivons ce chemin jusqu'au vieux pont.,/nu sɥi.vɔ̃ sə ʃə.mɛ̃ ʒys.ko vjø pɔ̃/,noo swee-VOHN suh shuh-MEHN zhus-KOH vyuh poh(n),We follow this path as far as the old bridge.,à + le -> au,Nous(Pron)|we|Pron|/nu/|noo;suivons|follow|Verb|/sɥi.vɔ̃/|swee-vohn;ce(Det)|this|Det|/sə/|suh;chemin(le)|path|Noun|/ʃə.mɛ̃/|shuh-mehn;jusqu'au|as far as the|Prep|/ʒys.ko/|zhus-koh;vieux|old|Adj|/vjø/|vyuh;pont(le)|bridge|Noun|/pɔ̃/|pohn
228,pont (le),/pɔ̃/,pohn,bridge,,,Le pont bouge un peu quand on marche.,/lə pɔ̃ buʒ œ̃ pø kɑ̃ t‿ɔ̃ maʁʃ/,luh pohn boozh uhn puh kahn tohn marsh,The bridge moves a little when you walk.,quand + on (liaison),Le(Art)|the|Art|/lə/|luh;pont(le)|bridge|Noun|/pɔ̃/|pohn;bouge|moves|Verb|/buʒ/|boozh;un(Det)|a|Det|/œ̃/|uhn;peu|little|Adv|/pø/|puh;quand|when|Conj|/kɑ̃/|kahn;on(Pron)|one/we|Pron|/ɔ̃/|ohn;marche|walks|Verb|/maʁʃ/|marsh
229,rivière (la),/ʁi.vjɛʁ/,ree-vyair,river,,,La rivière est basse après l'été sec.,/la ʁi.vjɛʁ ɛ bas a.pʁɛ l‿e.te sɛk/,lah ree-vyair eh bahss ah-PREH lay-TAY sehk,The river is low after the dry summer.,le + été -> l'été,La(Art)|the|Art|/la/|lah;rivière(la)|river|Noun|/ʁi.vjɛʁ/|ree-vyair;est|is|Verb|/ɛ/|eh;basse|low|Adj|/bas/|bahss;après|after|Prep|/a.pʁɛ/|ah-preh;l'|the|Art|/l/|l;été(l')|summer|Noun|/e.te/|ay-tay;sec|dry|Adj|/sɛk/|sehk
230,montagne (la),/mɔ̃.taɲ/,mohn-tahn-yuh,mountain,,,"La montagne paraît proche,mais c'est loin.",/la mɔ̃.taɲ pa.ʁɛ pʁɔʃ mɛ s‿ɛ lwɛ̃/,lah mohn-TAN-yuh pah-REH prosh meh seh lwehn,"The mountain seems close,but it’s far.",ce + est -> c'est,La(Art)|the|Art|/la/|lah;montagne(la)|mountain|Noun|/mɔ̃.taɲ/|mohn-tahn-yuh;paraît|seems|Verb|/pa.ʁɛ/|pah-reh;proche|close|Adj|/pʁɔʃ/|prosh;mais|but|Conj|/mɛ/|meh;c'|it|Pron|/s/|s;est|is|Verb|/ɛ/|eh;loin|far|Adv|/lwɛ̃/|lwehn
231,mer (la),/mɛʁ/,mair,sea,,,On entend la mer même depuis la maison.,/ɔ̃ ɑ̃.tɑ̃ la mɛʁ mɛm də.pɥi la mɛ.zɔ̃/,ohn ahn-TAHN lah mair mem duh-pwee lah meh-ZOHN,You can hear the sea even from the house.,,On(Pron)|one/we|Pron|/ɔ̃/|ohn;entend|hears|Verb|/ɑ̃.tɑ̃/|ahn-tahn;la(Art)|the|Art|/la/|lah;mer(la)|sea|Noun|/mɛʁ/|mair;même|even|Adv|/mɛm/|mem;depuis|since/from|Prep|/də.pɥi/|duh-pwee;la(Art)|the|Art|/la/|lah;maison(la)|house|Noun|/mɛ.zɔ̃/|meh-zohn
232,plage (la),/plaʒ/,plazh,beach,,,La plage est presque vide en hiver.,/la plaʒ ɛ pʁɛsk vid ɑ̃ ni.vɛʁ/,lah plazh eh presk veed ahn nee-VAIR,The beach is almost empty in winter.,en + hiver (liaison n),La(Art)|the|Art|/la/|lah;plage(la)|beach|Noun|/plaʒ/|plazh;est|is|Verb|/ɛ/|eh;presque|almost|Adv|/pʁɛsk/|presk;vide|empty|Adj|/vid/|veed;en|in|Prep|/ɑ̃/|ahn;hiver(le)|winter|Noun|/i.vɛʁ/|ee-vair
233,soleil (le),/sɔ.lɛj/,so-lay,sun,,,Le soleil se couche tôt en décembre ici.,/lə sɔ.lɛj sə kuʃ to ɑ̃ de.sɑ̃bʁ i.si/,luh so-LAY suh koosh toh ahn day-SAHMBR ee-SEE,The sun sets early here in December.,,Le(Art)|the|Art|/lə/|luh;soleil(le)|sun|Noun|/sɔ.lɛj/|so-lay;se|itself|Pron|/sə/|suh;couche|sets|Verb|/kuʃ/|koosh;tôt|early|Adv|/to/|toh;en|in|Prep|/ɑ̃/|ahn;décembre(le)|December|Noun|/de.sɑ̃bʁ/|day-sahmbr;ici|here|Adv|/i.si/|ee-see
234,pluie (la),/plɥi/,plwee,rain,,,La pluie tombe fort depuis ce matin.,/la plɥi tɔ̃b fɔʁ də.pɥi sə ma.tɛ̃/,lah plwee tohm for duh-pwee suh mah-TEHN,The rain has been falling heavily since this morning.,,La(Art)|the|Art|/la/|lah;pluie(la)|rain|Noun|/plɥi/|plwee;tombe|falls|Verb|/tɔ̃b/|tohm;bien/fort|hard|Adv|/fɔʁ/|for;depuis|since|Prep|/də.pɥi/|duh-pwee;ce(Det)|this|Det|/sə/|suh;matin(le)|morning|Noun|/ma.tɛ̃/|mah-tehn
235,neige (la),/nɛʒ/,nezh,snow,,,La neige tient encore sur les toits ce soir.,/la nɛʒ tjɛ̃ ɑ̃.kɔʁ syʁ le twa sə swaʁ/,lah nezh tyehn ahn-KOR sewr lay twah suh swar,The snow is still holding on the roofs tonight.,,La(Art)|the|Art|/la/|lah;neige(la)|snow|Noun|/nɛʒ/|nezh;tient|holds|Verb|/tjɛ̃/|tyehn;encore|still|Adv|/ɑ̃.kɔʁ/|ahn-kor;sur|on|Prep|/syʁ/|sur;les(Art)|the|Art|/le/|lay;toits(les)|roofs|Noun|/twa/|twah;ce(Det)|this|Det|/sə/|suh;soir(le)|evening|Noun|/swaʁ/|swar
236,vent (le),/vɑ̃/,vahn,wind,,,Le vent fait du bruit contre les fenêtres.,/lə vɑ̃ fɛ dy bʁɥi kɔ̃tʁ le f(ə).nɛtʁ/,luh vahn feh dew brwee kohn-truh lay fuh-NETR,The wind makes noise against the windows.,de + le -> du,Le(Art)|the|Art|/lə/|luh;vent(le)|wind|Noun|/vɑ̃/|vahn;fait|makes|Verb|/fɛ/|feh;du(Art)|some|Art|/dy/|dew;bruit(le)|noise|Noun|/bʁɥi/|brwee;contre|against|Prep|/kɔ̃tʁ/|kohn-truh;les(Art)|the|Art|/le/|lay;fenêtres(les)|windows|Noun|/f(ə).nɛtʁ/|fuh-netr
237,chaud / chaude,/ʃo/ /ʃod/,sho / shod,hot,,,Il fait trop chaud dans cette petite pièce.,/il fɛ tʁo ʃo dɑ̃ sɛt pə.tit pjɛs/,eel feh tro sho dahn set puh-TEET pyess,It’s too hot in this small room.,,Il fait|it is (weather)|Verb|/il fɛ/|eel feh;trop|too|Adv|/tʁo/|tro;chaud|hot|Adj|/ʃo/|sho;dans|in|Prep|/dɑ̃/|dahn;cette(Det)|this|Det|/sɛt/|set;petite|small|Adj|/pə.tit/|puh-teet;pièce(la)|room|Noun|/pjɛs/|pyess
238,froid,/fʁwa/,frwah,cold,,,"Il fait froid dehors,prends ton manteau.",/il fɛ fʁwa də.ɔʁ pʁɑ̃ tɔ̃ mɑ̃.to/,eel feh frwah duh-OR prahn tohn mahn-TOE,"It’s cold outside, take your coat.",,Il fait|it is (weather)|Verb|/il fɛ/|eel feh;froid|cold|Adj|/fʁwa/|frwah;dehors|outside|Adv|/də.ɔʁ/|duh-or;prends|take|Verb|/pʁɑ̃/|prahn;ton(Det)|your|Det|/tɔ̃/|tohn;manteau(le)|coat|Noun|/mɑ̃.to/|mahn-toe
239,hiver (l’),/i.vɛʁ/,ee-vair,winter,,,"En hiver, on rentre plus tôt le soir.",/ɑ̃ ni.vɛʁ ɔ̃ ʁɑ̃tʁ ply to lə swaʁ/,ahn nee-VAIR ohn rahntr plew toh luh swar,"In winter, we come home earlier in the evening.",en + hiver (liaison n),En(Prep)|in|Prep|/ɑ̃/|ahn;hiver(le)|winter|Noun|/i.vɛʁ/|ee-vair;on(Pron)|we|Pron|/ɔ̃/|ohn;rentre|come back|Verb|/ʁɑ̃tʁ/|rahntr;plus|more|Adv|/ply/|plew;tôt|early|Adv|/to/|toh;le(Art)|the|Art|/lə/|luh;soir(le)|evening|Noun|/swaʁ/|swar
240,été (l’),/e.te/,ay-tay,summer,,,"En été, nous dînons souvent dehors tard.",/ɑ̃ n‿e.te nu di.nɔ̃ su.vɑ̃ də.ɔʁ taʁ/,ahn nay-TAY noo dee-NOHN soo-VAHN duh-OR tar,"In summer, we often eat outside late.",en + été (liaison n),En(Prep)|in|Prep|/ɑ̃/|ahn;été(l')|summer|Noun|/e.te/|ay-tay;nous(Pron)|we|Pron|/nu/|noo;dînons|dine|Verb|/di.nɔ̃/|dee-nohn;souvent|often|Adv|/su.vɑ̃/|soo-vahn;dehors|outside|Adv|/də.ɔʁ/|duh-or;tard|late|Adv|/taʁ/|tar
241,printemps (le),/pʁɛ̃.tɑ̃/,prehn-tahn,spring,,,Au printemps les fleurs reviennent dans le jardin.,/o pʁɛ̃.tɑ̃ le flœʁ ʁə.vjɛn dɑ̃ lə ʒaʁ.dɛ̃/,oh prehn-TAHN lay flur ruh-VYEHN dahn luh zhar-DAHN,In spring the flowers come back in the garden.,à + le -> au,Au(Prep)|in the|Prep|/o/|oh;printemps(le)|spring|Noun|/pʁɛ̃.tɑ̃/|prehn-tahn;les(Art)|the|Art|/le/|lay;fleurs(les)|flowers|Noun|/flœʁ/|flur;reviennent|return|Verb|/ʁə.vjɛn/|ruh-vyehn;dans|in|Prep|/dɑ̃/|dahn;le(Art)|the|Art|/lə/|luh;jardin(le)|garden|Noun|/ʒaʁ.dɛ̃/|zhar-dahn
242,automne (l’),/o.tɔn/,oh-ton,autumn,,,En automne les feuilles tombent sur le chemin.,/ɑ̃ n‿o.tɔn le fœj tɔ̃b syʁ lə ʃə.mɛ̃/,ahn noh-TON lay fuy tohm sewr luh shuh-MEHN,In autumn the leaves fall on the path.,en + automne (liaison n),En(Prep)|in|Prep|/ɑ̃/|ahn;automne(l')|autumn|Noun|/o.tɔn/|oh-ton;les(Art)|the|Art|/le/|lay;feuilles(les)|leaves|Noun|/fœj/|fuy;tombent|fall|Verb|/tɔ̃b/|tohm;sur|on|Prep|/syʁ/|sur;le(Art)|the|Art|/lə/|luh;chemin(le)|path|Noun|/ʃə.mɛ̃/|shuh-mehn
243,forêt (la),/fɔ.ʁɛ/,fo-reh,forest,,,Nous marchons dans la forêt avant le coucher du soleil.,/nu maʁ.ʃɔ̃ dɑ̃ la fɔ.ʁɛ a.vɑ̃ lə ku.ʃe dy sɔ.lɛj/,noo mar-SHON dahn lah fo-REH ah-VAHN luh koo-SHAY dew so-LAY,We walk in the forest before sunset.,de + le -> du,Nous(Pron)|we|Pron|/nu/|noo;marchons|walk|Verb|/maʁ.ʃɔ̃/|mar-shohn;dans|in|Prep|/dɑ̃/|dahn;la(Art)|the|Art|/la/|lah;forêt(la)|forest|Noun|/fɔ.ʁɛ/|fo-reh;avant|before|Prep|/a.vɑ̃/|ah-vahn;le(Art)|the|Art|/lə/|luh;coucher(le)|setting|Noun|/ku.ʃe/|koo-shay;du(Art)|of the|Art|/dy/|dew;soleil(le)|sun|Noun|/sɔ.lɛj/|so-lay
244,arbre (un),/aʁbʁ/,ar-bruh,tree,,,Cet arbre ancien protège la maison du vent.,/sɛt aʁbʁ ɑ̃.sjɛ̃ pʁɔ.tɛʒ la mɛ.zɔ̃ dy vɑ̃/,set ar-bruh ahn-SYEN pro-TEZH lah meh-ZOHN dew vahn,This old tree protects the house from wind.,de + le -> du,Cet(Det)|this|Det|/sɛ/|seh;arbre(un)|tree|Noun|/aʁbʁ/|ar-bruh;ancien|old|Adj|/ɑ̃.sjɛ̃/|ahn-syen;protège|protects|Verb|/pʁɔ.tɛʒ/|pro-tezh;la(Art)|the|Art|/la/|lah;maison(la)|house|Noun|/mɛ.zɔ̃/|meh-zohn;du(Art)|from the|Art|/dy/|dew;vent(le)|wind|Noun|/vɑ̃/|vahn
245,fleur (une),/flœʁ/,flur,flower,,,Cette fleur sent bon dans la cuisine le matin.,/sɛt flœʁ sɑ̃ bɔ̃ dɑ̃ la kɥi.zin lə ma.tɛ̃/,set flur sahn bohn dahn lah kwee-ZEEN luh mah-TEHN,This flower smells nice in the kitchen in the morning.,,Cette(Det)|this|Det|/sɛt/|set;fleur(une)|flower|Noun|/flœʁ/|flur;sent|smells|Verb|/sɑ̃/|sahn;bon|good|Adj|/bɔ̃/|bohn;dans|in|Prep|/dɑ̃/|dahn;la(Art)|the|Art|/la/|lah;cuisine(la)|kitchen|Noun|/kɥi.zin/|kwee-zeen;le(Art)|the|Art|/lə/|luh;matin(le)|morning|Noun|/ma.tɛ̃/|mah-tehn
246,herbe (l’),/ɛʁb/,erb,grass,,,L'herbe est mouillée après la pluie de nuit.,/l‿ɛʁb ɛ mu.je a.pʁɛ la plɥi də nɥi/,lerb eh moo-YAY ah-PREH lah plwee duh nwee,The grass is wet after the rain at night.,le + herbe -> l'herbe,L'(Art)|the|Art|/l/|l;herbe(l')|grass|Noun|/ɛʁb/|erb;est|is|Verb|/ɛ/|eh;mouillée|wet|Adj|/mu.je/|moo-yay;après|after|Prep|/a.pʁɛ/|ah-preh;la(Art)|the|Art|/la/|lah;pluie(la)|rain|Noun|/plɥi/|plwee;de|of|Prep|/də/|duh;nuit(la)|night|Noun|/nɥi/|nwee
247,oiseau (un),/wa.zo/,wah-zoh,bird,,,Un oiseau chante près de ma fenêtre chaque matin.,/œ̃ n‿wa.zo ʃɑ̃t pʁɛ də ma f(ə).nɛtʁ ʃak ma.tɛ̃/,uhn wah-ZOH shahnt preh duh mah fuh-NETR shak mah-TEHN,A bird sings near my window every morning.,un + oiseau (liaison),Un(Art)|a|Art|/œ̃/|uhn;oiseau(un)|bird|Noun|/wa.zo/|wah-zoh;chante|sings|Verb|/ʃɑ̃t/|shahnt;près|near|Prep|/pʁɛ/|preh;de|of|Prep|/də/|duh;ma(Det)|my|Det|/ma/|mah;fenêtre(la)|window|Noun|/f(ə).nɛtʁ/|fuh-netr;chaque|each|Det|/ʃak/|shak;matin(le)|morning|Noun|/ma.tɛ̃/|mah-tehn
248,poisson (le),/pwa.sɔ̃/,pwah-sohn,fish,,,Nous mangeons du poisson frais ce soir ensemble.,/nu mɑ̃.ʒɔ̃ dy pwa.sɔ̃ fʁɛ sə swaʁ ɑ̃.sɑ̃bl/,noo mahn-ZHON dew pwah-SOHN freh suh swar ahn-SAHMBL,We eat fresh fish tonight together.,de + le -> du,Nous(Pron)|we|Pron|/nu/|noo;mangeons|eat|Verb|/mɑ̃.ʒɔ̃/|mahn-zhon;du(Art)|some|Art|/dy/|dew;poisson(le)|fish|Noun|/pwa.sɔ̃/|pwah-sohn;frais|fresh|Adj|/fʁɛ/|freh;ce(Det)|this|Det|/sə/|suh;soir(le)|evening|Noun|/swaʁ/|swar;ensemble|together|Adv|/ɑ̃.sɑ̃bl/|ahn-sahmbl
249,pain (le),/pɛ̃/,pehn,bread,,,Je prends du pain chaud avec mon café.,/ʒə pʁɑ̃ dy pɛ̃ ʃo a.vɛk mɔ̃ ka.fe/,zhuh prahn dew pehn sho ah-vek mohn kah-FAY,I take warm bread with my coffee.,de + le -> du,Je(Pron)|I|Pron|/ʒə/|zhuh;prends|take|Verb|/pʁɑ̃/|prahn;du(Art)|some|Art|/dy/|dew;pain(le)|bread|Noun|/pɛ̃/|pehn;chaud|warm|Adj|/ʃo/|sho;avec|with|Prep|/a.vɛk/|ah-vek;mon(Det)|my|Det|/mɔ̃/|mohn;café(le)|coffee|Noun|/ka.fe/|kah-fay
250,fromage (le),/fʁɔ.maʒ/,fro-mazh,cheese,,,Il achète du fromage français pour le dîner.,/il a.ʃɛt dy fʁɔ.maʒ fʁɑ̃.sɛ puʁ lə di.ne/,eel ah-SHET dew fro-MAZH frahn-SEH poor luh dee-NAY,He buys French cheese for dinner.,de + le -> du,Il(Pron)|he|Pron|/il/|eel;achète|buys|Verb|/a.ʃɛt/|ah-shet;du(Art)|some|Art|/dy/|dew;fromage(le)|cheese|Noun|/fʁɔ.maʒ/|fro-mazh;français|French|Adj|/fʁɑ̃.sɛ/|frahn-seh;pour|for|Prep|/puʁ/|poor;le(Art)|the|Art|/lə/|luh;dîner(le)|dinner|Noun|/di.ne/|dee-nay
251,lait (le),/lɛ/,leh,milk,,,Elle boit du lait froid avant de dormir.,/ɛl bwa dy lɛ fʁwa a.vɑ̃ də dɔʁ.miʁ/,el bwah dew leh frwah ah-VAHN duh dor-MEER,She drinks cold milk before sleeping.,de + le -> du,Elle(Pron)|she|Pron|/ɛl/|el;boit|drinks|Verb|/bwa/|bwah;du(Art)|some|Art|/dy/|dew;lait(le)|milk|Noun|/lɛ/|leh;froid|cold|Adj|/fʁwa/|frwah;avant|before|Prep|/a.vɑ̃/|ah-vahn;de|to|Prep|/də/|duh;dormir|sleep|Verb|/dɔʁ.miʁ/|dor-meer
252,sucre (le),/sykʁ/,suk-ruh,sugar,,,Tu mets du sucre dans ton thé vert.,/ty mɛ dy sykʁ dɑ̃ tɔ̃ te vɛʁ/,tew meh dew suk-ruh dahn tohn tay vair,You put sugar in your green tea.,de + le -> du,Tu(Pron)|you|Pron|/ty/|tew;mets|put|Verb|/mɛ/|meh;du(Art)|some|Art|/dy/|dew;sucre(le)|sugar|Noun|/sykʁ/|suk-ruh;dans|in|Prep|/dɑ̃/|dahn;ton(Det)|your|Det|/tɔ̃/|tohn;thé(le)|tea|Noun|/te/|tay;vert|green|Adj|/vɛʁ/|vair
253,sel (le),/sɛl/,sel,salt,,,Il faut ajouter du sel avant de servir.,/il fo a.ʒu.te dy sɛl a.vɑ̃ də sɛʁ.viʁ/,eel foe ah-zhoo-TAY dew sel ah-VAHN duh sair-VEER,You must add salt before serving.,de + le -> du,Il faut|must|Expr|/il fo/|eel foe;ajouter|add|Verb|/a.ʒu.te/|ah-zhoo-tay;du(Art)|some|Art|/dy/|dew;sel(le)|salt|Noun|/sɛl/|sel;avant|before|Prep|/a.vɑ̃/|ah-vahn;de|to|Prep|/də/|duh;servir|serve|Verb|/sɛʁ.viʁ/|sair-veer
254,poivre (le),/pwavʁ/,pwav-ruh,pepper,,,Je préfère le poivre noir sur les légumes.,/ʒə pʁe.fɛʁ lə pwavʁ nwaʁ syʁ le le.ɡym/,zhuh pray-FAIR luh pwav-ruh nwahr sewr lay lay-GEWM,I prefer black pepper on vegetables.,,Je(Pron)|I|Pron|/ʒə/|zhuh;préfère|prefer|Verb|/pʁe.fɛʁ/|pray-fair;le(Art)|the|Art|/lə/|luh;poivre(le)|pepper|Noun|/pwavʁ/|pwav-ruh;noir|black|Adj|/nwaʁ/|nwahr;sur|on|Prep|/syʁ/|sur;les(Art)|the|Art|/le/|lay;légumes(les)|vegetables|Noun|/le.ɡym/|lay-gewm
255,cuisiner,/kɥi.zi.ne/,kwee-zee-nay,to cook,Infinitive,Infinitive,J'aime cuisiner quelque chose de simple le dimanche.,/ʒɛm kɥi.zi.ne kɛlk ʃoz də sɛ̃pl lə di.mɑ̃ʃ/,zhem kwee-zee-NAY kelk shoz duh sehmpl luh dee-MAHNSH,I like to cook something simple on Sunday.,je + aime -> j'aime,J'|I|Pron|/ʒ/|zh;aime|like|Verb|/ɛm/|em;cuisiner|cook|Verb|/kɥi.zi.ne/|kwee-zee-nay;quelque chose|something|Pron|/kɛlk ʃoz/|kelk shoz;de|of|Prep|/də/|duh;simple|simple|Adj|/sɛ̃pl/|sehmpl;le(Art)|the|Art|/lə/|luh;dimanche(le)|Sunday|Noun|/di.mɑ̃ʃ/|dee-mahnsh
256,acheter,/aʃ.te/,ash-tay,to buy,Infinitive,Infinitive,Je vais acheter un cadeau pour ton anniversaire.,/ʒə vɛ aʃ.te œ̃ ka.do puʁ tɔ̃ na.ni.vɛʁ.sɛʁ/,zhuh veh ash-TAY uhn kah-DOH poor tohn ah-nee-vair-SAIR,I am going to buy a gift for your birthday.,,Je(Pron)|I|Pron|/ʒə/|zhuh;vais|go|Verb|/vɛ/|veh;acheter|buy|Verb|/aʃ.te/|ash-tay;un(Art)|a|Art|/œ̃/|uhn;cadeau(le)|gift|Noun|/ka.do/|kah-doh;pour|for|Prep|/puʁ/|poor;ton(Det)|your|Det|/tɔ̃/|tohn;anniversaire(un)|birthday|Noun|/a.ni.vɛʁ.sɛʁ/|ah-nee-vair-sair
257,payer,/pe.je/,pay-yay,to pay,Infinitive,Infinitive,On doit payer la facture avant la fin.,/ɔ̃ dwa pe.je la fak.tyʁ a.vɑ̃ la fɛ̃/,ohn dwah pay-YAY lah fak-TYUR ah-VAHN lah fehn,We have to pay the bill before the end.,,On(Pron)|we|Pron|/ɔ̃/|ohn;doit|must|Verb|/dwa/|dwah;payer|pay|Verb|/pe.je/|pay-yay;la(Art)|the|Art|/la/|lah;facture(la)|bill|Noun|/fak.tyʁ/|fak-tyur;avant|before|Prep|/a.vɑ̃/|ah-vahn;la(Art)|the|Art|/la/|lah;fin(la)|end|Noun|/fɛ̃/|fehn
258,coûter,/ku.te/,koo-tay,to cost,Infinitive,Infinitive,Ce billet va coûter plus cher demain matin.,/sə bi.jɛ va ku.te ply ʃɛʁ də.mɛ̃ ma.tɛ̃/,suh bee-YEH vah koo-TAY plew shair duh-mehn mah-TEHN,This ticket will cost more tomorrow morning.,,Ce(Det)|this|Det|/sə/|suh;billet(le)|ticket|Noun|/bi.jɛ/|bee-yeh;va|will|Verb|/va/|vah;coûter|cost|Verb|/ku.te/|koo-tay;plus|more|Adv|/ply/|plew;cher|expensive|Adj|/ʃɛʁ/|shair;demain|tomorrow|Adv|/də.mɛ̃/|duh-mehn;matin(le)|morning|Noun|/ma.tɛ̃/|mah-tehn
